TDS (mg/l),Turbidity (NTU),pH,Depth (m),Flow Discharge (L/min),Filter Life Span (hours),Filter Efficiency (%)
484.651,0.631,7.423,1.805,7.54,4572.819,90.842
261.549,0.748,6.846,0.662,42.746,4664.769,91.445
314.699,2.518,6.028,2.891,19.054,4292.352,88.488
347.874,1.78,6.502,4.436,10.535,4222.552,87.654
227.271,7.743,7.014,2.531,32.382,4182.776,88.827
313.779,3.217,6.5,2.193,1.339,4410.236,90.054
292.157,8.047,7.444,1.303,76.019,4213.576,88.79
450.579,1.738,7.781,2.243,16.66,4508.226,90.437
22.723,4.929,8.14,1.989,62.958,4531.374,91.163
140.482,6.88,7.617,4.977,83.426,3982.92,86.059
475.206,6.52,7.723,0.637,91.807,4261.33,88.651
445.132,6.011,7.521,1.575,56.2,4259.098,88.832
227.828,9.248,8.464,0.809,79.04,4331.083,90.295
310.066,2.285,6.653,4.358,46.022,4168.071,86.906
138.691,4.937,6.666,2.378,49.528,4313.515,89.121
94.061,8.84,6.316,4.083,55.13,3923.975,86.34
231.849,0.779,7.214,3.615,67.344,4370.393,88.264
176.676,0.559,6.24,4.676,67.322,4205.5,86.549
291.828,2.333,6.675,0.607,78.752,4486.773,89.78
38.867,6.33,7.207,1.433,62.077,4417.266,90.451
487.197,2.599,8.394,3.659,88.381,4223.184,87.128
493.105,1.902,8.41,3.134,71.214,4343.501,88.294
349.081,4.588,7.859,3.626,92.966,4133.464,86.781
268.048,6.136,6.973,3.09,75.293,4096.937,87.057
154.764,2.486,8.163,3.115,74.132,4454.907,89.553
406.898,3.007,8.189,4.697,86.179,4123.053,86.271
342.366,6.136,8.275,4.646,65.925,4053.155,86.713
81.308,9.457,7.6,0.671,18.778,4441.828,92.068
455.464,6.747,6.504,2.362,9.214,4130.767,88.24
411.269,7.829,6.228,2.798,32.267,3981.393,86.84
474.9,3.668,8.287,2.111,81.625,4333.532,88.619
362.86,2.723,6.139,0.723,3.149,4517.73,90.963
306.708,4.543,6.74,2.625,15.854,4299.243,89.197
209.122,8.071,7.217,4.891,11.505,4001.539,87.322
466.364,4.563,6.055,0.825,4.68,4352.307,89.845
433.032,8.467,8.267,4.175,81.218,3906.908,85.797
22.609,9.888,6.718,1.38,28.679,4270.688,90.386
13.183,0.72,6.071,3.096,73.164,4408.636,88.571
188.232,0.454,8.484,2.242,15.049,4777.314,92.759
405.277,1.496,6.778,2.071,41.484,4410.393,89.138
493.638,3.844,8.192,4.417,12.53,4213.441,88.162
75.208,1.31,7.134,4.881,1.246,4419.689,89.578
297.065,8.707,7.658,2.24,61.703,4134.51,88.34
190.445,0.231,6.603,3.382,48.617,4418.043,88.764
484.957,3.158,7.257,3.004,42.247,4240.464,87.93
421.059,1.847,6.644,0.846,8.787,4559.346,91.06
419.164,9.315,8.378,0.685,59.232,4275.432,89.957
234.347,6.695,6.152,3.98,78.22,3908.85,85.315
207.41,9.12,6.687,2.275,7.657,4166.094,89.32
136.704,9.723,8.233,1.884,41.932,4296.488,90.463
28.188,4.971,7.2,4.935,31.844,4200.166,88.175
432.361,2.343,7.5,0.884,89.296,4449.736,89.307
406.451,1.937,7.629,1.711,27.003,4537.75,90.689
499.859,2.229,6.177,4.356,94.484,3931.815,84.042
498.318,7.086,6.044,2.367,83.012,3898.206,85.278
277.716,0.404,8.345,3.129,10.916,4640.637,91.419
384.494,0.514,6.679,0.718,48.583,4581.01,90.478
472.383,6.081,6.951,4.641,65.251,3860.182,84.774
424.824,6.421,7.705,1.116,59.714,4306.041,89.389
123.674,6.653,6.591,1.46,68.244,4282.105,89.134
225.272,3.719,7.833,1.206,43.204,4577.725,91.461
64.58,8.059,7.146,2.739,90.57,4124.284,87.755
477.026,5.336,8.142,4.176,27.766,4135.712,87.68
303.087,1.055,6.696,1.701,10.316,4574.611,90.959
114.321,7.971,6.51,1.14,97.819,4185.562,88.269
335.85,9.531,8.079,2.345,65.544,4097.91,88.183
309.064,0.6,6.816,4.917,66.261,4172.765,86.245
179.081,3.914,7.03,0.55,81.935,4498.904,90.344
56.779,4.875,7.984,2.768,42.723,4464.035,90.676
335.787,1.465,7.589,3.512,39.237,4388.075,88.928
260.154,8.677,7.104,4.13,94.965,3843.545,85.089
386.159,2.841,6.625,3.858,39.291,4162.95,87.089
260.082,7.83,7.911,0.835,8.769,4468.474,91.946
426.091,6.71,6.451,2.578,31.475,4075.773,87.456
275.953,5.98,8.321,0.854,87.481,4434.672,90.266
280.469,1.921,6.376,3.289,10.401,4351.536,88.988
438.327,2.207,8.012,0.847,71.954,4543.146,90.374
201.741,0.473,7.061,0.718,27.374,4754.983,92.418
67.008,2.407,6.465,1.877,74.831,4455.266,89.526
14.391,3.454,7.006,4.725,51.941,4244.321,87.96
377.569,8.331,6.554,3.695,64.021,3852.491,85.384
310.155,3.664,6.34,0.518,25.076,4493.76,90.786
352.04,7.546,6.598,1.781,17.644,4193.043,89.018
106.482,4.394,8.168,0.579,7.268,4771.478,93.96
68.186,7.849,6.265,1.824,82.732,4152.054,88.048
7.272,9.763,8.431,3.585,71.338,4150.215,88.718
175.294,2.398,6.012,3.919,30.042,4241.698,87.836
294.959,8.623,7.646,4.118,83.854,3906.352,85.812
196.122,6.218,8.141,4.595,83.536,4078.587,86.816
218.737,8.173,8.335,2.146,14.638,4371.59,91.021
452.079,6.516,6.36,4.382,71.655,3802.685,84.265
174.128,4.239,7.746,3.775,29.936,4338.191,89.354
256.995,2.281,6.268,2.92,47.252,4297.809,88.19
391.827,0.7,6.882,4.796,43.584,4190.469,86.679
198.271,5.355,7.83,4.765,60.418,4118.767,87.19
311.043,9.903,6.865,4.539,35.366,3811.155,85.729
431.182,7.38,6.783,1.41,8.252,4236.225,89.494
474.76,3.273,6.29,1.435,67.592,4249.227,87.798
73.537,8.272,6.166,4.555,96.097,3818.594,84.707
463.294,7.69,6.288,2.291,67.119,3949.382,86.13
246.058,2.816,8.189,4.088,54.421,4337.33,88.674
129.122,0.143,6.028,3.591,17.199,4437.564,89.247
229.568,1.182,7.732,3.931,62.893,4380.505,88.531
490.016,8.773,7.922,0.618,61.498,4223.676,89.254
246.309,8.366,7.42,2.435,62.257,4132.542,88.213
164.376,2.952,7.827,4.357,89.339,4238.531,87.378
316.7,2.852,7.631,2.705,71.916,4347.822,88.615
120.073,7.929,7.139,3.606,78.557,4039.747,86.991
37.932,9.377,6.957,3.902,32.021,4053.624,88.029
64.44,7.791,8.353,1.043,27.767,4553.669,92.596
64.023,6.056,8.43,1.201,21.471,4645.156,93.054
75.951,2.427,7.628,3.76,78.059,4371.34,88.661
69.414,5.257,6.493,0.746,70.16,4436.867,90.244
320.437,2.335,7.12,2.039,34.867,4461.413,89.966
90.94,8.08,7.241,4.631,14.97,4081.582,88.09
172.834,3.87,7.895,3.085,84.82,4331.495,88.628
448.394,8.337,7.669,4.597,39.044,3888.096,85.992
236.981,3.816,7.287,1.892,19.785,4490.601,90.853
333.779,8.241,7.701,3.365,15.297,4124.052,88.56
86.16,3.333,6.06,1.79,92.048,4333.144,88.411
96.145,4.401,7.942,1.0,13.886,4698.243,93.164
20.434,6.155,6.529,4.958,36.608,4065.918,87.14
84.468,0.703,7.641,1.293,63.587,4730.246,91.877
139.295,9.482,6.285,1.348,41.4,4167.126,89.102
88.505,5.736,6.286,4.289,48.269,4072.159,86.96
44.351,5.078,6.089,4.11,80.46,4060.903,86.328
60.318,8.394,8.276,4.9,99.924,3987.83,86.397
230.389,8.658,7.511,0.823,47.255,4326.27,90.387
103.167,5.223,6.905,0.924,38.504,4508.413,91.266
182.135,9.273,7.969,2.519,41.27,4207.785,89.447
251.709,0.647,7.565,3.163,37.542,4506.928,89.888
345.197,1.132,7.55,0.671,47.903,4662.889,91.49
19.656,5.968,7.218,1.213,33.978,4524.308,91.694
399.705,3.541,6.02,3.665,46.799,4064.997,86.244
313.95,4.642,6.646,3.508,94.6,4035.485,85.802
40.88,3.281,6.273,0.904,29.335,4593.761,91.628
436.789,4.047,7.656,4.692,65.536,4044.524,86.004
460.436,8.226,6.622,1.646,49.206,4057.557,87.551
30.539,5.935,7.125,4.493,73.507,4104.266,87.088
138.439,9.973,6.884,4.653,47.757,3859.607,86.111
403.101,7.869,6.358,2.705,16.894,4036.491,87.557
374.13,2.737,8.396,2.354,87.369,4405.571,89.003
92.261,2.643,8.334,1.752,67.901,4644.088,91.555
104.675,3.359,6.212,4.133,53.061,4181.421,87.291
185.236,8.433,8.068,1.385,83.277,4287.574,89.573
242.261,0.273,7.221,3.3,97.642,4362.078,87.726
309.127,2.302,7.934,3.052,41.531,4435.508,89.63
184.457,9.049,6.378,1.62,35.953,4159.193,88.947
231.267,6.399,6.331,4.924,75.606,3853.904,84.703
373.735,2.268,8.227,4.308,46.006,4299.54,88.216
18.342,2.191,8.245,0.592,9.491,4927.492,94.837
126.218,8.626,7.165,2.4,36.087,4209.872,89.326
356.675,8.938,8.175,2.115,81.055,4118.677,88.057
447.603,2.561,7.669,4.473,70.963,4125.808,86.317
255.839,4.205,6.463,1.69,86.422,4266.212,88.059
266.057,8.346,6.822,4.993,15.516,3901.577,86.364
53.586,7.71,6.34,1.4,25.148,4331.386,90.375
223.706,8.139,7.935,1.597,22.259,4370.41,90.923
266.309,5.184,8.463,3.497,97.162,4209.899,87.683
121.235,9.115,7.366,1.225,17.724,4362.28,91.18
134.622,3.26,7.64,4.5,60.195,4263.328,88.009
188.642,1.567,7.865,0.995,63.658,4687.081,91.704
10.036,7.087,6.561,4.925,62.27,3979.647,86.3
161.04,5.394,6.84,4.436,69.475,4051.265,86.436
105.724,8.546,7.031,4.278,48.908,3997.264,87.047
163.749,0.812,7.486,2.332,9.285,4674.375,91.894
59.881,8.437,8.126,2.811,70.422,4238.853,89.215
445.264,2.933,6.636,2.554,28.829,4281.252,88.404
296.796,6.549,7.177,4.943,8.511,4030.531,87.185
339.551,0.401,7.879,0.657,17.809,4796.754,92.91
394.586,6.096,6.218,2.218,29.435,4139.124,87.926
249.221,7.173,7.282,4.858,43.812,3971.579,86.429
43.46,3.688,6.361,2.162,86.271,4341.222,88.656
268.553,2.154,7.348,2.293,54.114,4455.305,89.658
293.421,5.376,7.92,3.341,47.725,4246.895,88.605
372.72,8.332,6.592,4.583,19.935,3858.142,85.882
215.83,3.235,8.124,1.825,95.967,4468.212,89.693
63.79,2.525,6.837,4.764,90.943,4167.263,86.521
141.888,2.789,6.477,1.772,81.792,4396.549,88.984
181.541,9.491,7.163,4.169,32.992,3968.083,87.198
322.959,3.593,8.19,1.741,56.601,4490.572,90.418
285.389,0.036,6.172,0.828,39.496,4610.902,90.725
178.048,7.817,6.819,4.155,40.889,4004.715,86.983
493.258,6.993,7.633,2.525,8.141,4198.208,88.998
302.887,1.286,6.894,2.258,14.864,4518.102,90.418
118.613,9.849,6.177,2.434,96.156,3930.188,86.295
50.891,6.081,6.83,3.252,61.398,4205.517,88.265
76.43,5.008,8.052,1.682,1.625,4645.174,92.938
122.979,3.822,8.42,1.568,81.109,4570.418,91.04
80.341,8.987,6.099,2.675,9.617,4133.656,88.936
93.284,2.44,7.423,0.66,71.107,4665.448,91.675
142.548,2.858,6.263,3.393,62.464,4247.957,87.712
86.687,1.224,7.701,4.203,7.232,4530.806,90.603
448.383,7.591,6.02,3.773,53.563,3813.759,84.879
40.117,5.955,6.037,2.612,5.696,4313.274,89.862
262.256,6.091,7.942,3.044,7.375,4339.384,90.147
205.198,2.185,6.186,0.618,6.067,4632.86,91.923
491.189,6.512,6.763,4.606,26.289,3891.98,85.61
56.019,7.655,8.395,3.011,80.375,4266.893,89.162
198.928,3.579,8.463,1.924,36.883,4601.753,91.722
484.735,8.013,6.404,1.821,64.314,3986.569,86.627
432.754,3.488,7.402,3.468,13.36,4275.887,88.672
408.536,7.581,7.398,3.129,93.354,3956.795,85.909
128.951,0.337,7.131,1.345,50.92,4695.386,91.546
85.444,5.512,8.312,2.345,3.435,4571.537,92.335
334.322,9.695,7.885,3.543,54.203,3973.896,87.106
464.688,9.812,7.911,1.839,19.268,4145.684,89.208
278.381,2.818,6.674,2.792,20.386,4367.379,89.315
285.806,4.414,7.086,1.647,60.437,4359.407,89.314
139.99,0.63,7.219,0.823,23.412,4791.292,92.868
384.746,8.733,6.747,2.247,22.184,4076.605,88.164
93.522,5.686,6.237,3.794,54.555,4104.113,87.201
161.84,3.851,6.316,1.462,24.31,4463.266,90.545
212.718,1.128,6.452,3.895,11.941,4369.015,88.909
253.805,9.468,6.509,3.513,41.417,3916.521,86.591
121.205,5.302,6.606,2.783,6.148,4344.241,89.972
57.418,2.829,6.639,4.872,90.627,4125.283,86.195
305.31,3.502,7.139,4.475,45.702,4147.226,87.066
144.315,2.707,7.274,3.034,2.296,4511.865,90.908
290.619,6.018,6.772,3.01,23.241,4183.523,88.408
77.181,9.3,8.268,1.75,95.824,4256.607,89.398
240.57,8.567,7.383,4.641,50.143,3925.278,86.321
266.295,4.604,7.969,4.532,36.53,4207.303,88.089
25.912,8.265,8.311,3.839,32.196,4256.536,89.723
168.302,4.231,6.408,1.075,42.28,4452.973,90.376
67.207,2.523,7.07,3.666,21.965,4436.641,89.904
31.687,9.834,7.083,1.639,75.164,4186.523,89.064
494.98,3.039,6.886,1.35,51.322,4351.575,88.914
161.177,3.237,6.022,3.916,75.392,4117.347,86.391
404.937,9.897,8.04,4.819,26.184,3872.431,86.432
127.32,1.339,6.279,0.99,1.144,4695.971,92.35
340.751,7.605,8.489,1.238,96.657,4281.125,89.126
380.114,9.358,7.932,1.487,51.695,4183.232,89.123
297.819,5.118,7.45,4.833,8.894,4139.097,87.837
235.788,0.025,6.387,3.634,11.271,4433.575,89.231
205.92,3.751,7.288,3.552,44.033,4295.063,88.635
174.434,1.116,6.653,2.773,69.831,4405.351,88.69
464.765,4.162,6.631,2.919,40.268,4150.151,87.347
415.31,7.9,8.074,1.806,82.195,4159.746,88.146
482.513,4.387,6.952,1.195,33.577,4347.848,89.459
62.149,4.319,7.127,4.011,5.515,4353.49,89.776
365.434,5.568,8.107,2.618,1.821,4384.176,90.494
469.17,5.817,6.219,1.652,86.085,4059.143,86.476
90.617,8.563,7.487,3.348,98.462,4043.523,87.02
33.248,3.084,7.446,1.443,14.147,4701.201,92.796
370.56,8.217,7.063,2.699,7.142,4125.954,88.653
287.237,5.659,8.074,1.356,91.526,4362.207,89.405
420.914,3.005,8.357,3.919,10.975,4361.199,89.404
69.886,2.951,7.163,1.944,23.612,4592.243,91.572
397.634,3.611,7.14,2.488,80.363,4225.161,87.531
100.814,6.227,7.255,3.897,99.8,4074.465,86.615
81.828,2.308,7.808,3.468,49.115,4479.412,89.995
82.133,9.203,7.67,2.299,21.866,4292.183,90.464
407.287,5.749,6.557,0.82,84.924,4212.798,88.003
332.599,9.2,6.16,4.647,40.037,3744.87,84.808
261.533,0.464,8.373,0.536,27.992,4873.795,93.597
179.415,3.426,6.653,3.806,49.551,4224.584,87.778
438.6,0.228,7.596,4.754,85.724,4182.065,86.032
196.223,2.723,8.071,1.88,24.067,4636.736,91.943
408.3,8.62,6.751,0.839,42.96,4170.048,88.857
219.567,0.366,7.589,1.623,44.98,4678.514,91.445
188.472,4.361,6.27,1.91,83.444,4256.74,88.041
231.34,1.176,8.425,2.531,67.925,4579.086,90.464
150.689,4.168,6.145,2.864,78.268,4187.881,87.347
373.805,8.389,7.095,3.764,69.645,3887.527,85.695
251.36,6.231,7.342,4.554,59.675,4022.228,86.495
116.106,7.368,7.976,2.592,14.109,4383.815,90.907
449.787,3.491,6.303,3.858,83.462,3978.065,84.993
191.946,9.444,7.102,1.072,61.121,4212.55,89.347
271.776,7.093,6.749,1.98,70.416,4145.624,87.88
453.236,4.218,6.78,1.031,78.096,4281.157,88.296
312.119,4.265,7.947,3.613,31.858,4300.405,88.965
58.449,9.187,6.014,4.584,44.294,3865.77,85.971
469.916,5.764,7.873,4.501,54.588,4004.859,86.232
313.854,7.064,8.026,1.969,34.939,4325.702,90.027
167.453,4.17,8.253,1.554,26.595,4624.508,92.23
69.636,2.237,7.567,1.733,77.906,4580.921,90.701
397.013,7.236,6.834,1.793,75.619,4092.538,87.34
310.036,6.078,7.068,0.87,83.348,4294.172,88.932
266.731,5.013,8.424,1.1,69.973,4508.447,90.889
446.946,6.24,8.203,1.465,31.861,4374.573,90.299
394.299,2.083,7.159,0.537,33.373,4594.167,91.233
75.837,7.939,8.358,0.713,53.252,4523.121,92.081
155.861,9.482,8.057,3.643,83.724,4021.931,87.227
124.245,8.911,8.253,3.287,35.283,4218.337,89.504
371.973,3.214,7.707,4.754,76.828,4094.944,86.145
16.766,4.06,8.144,2.308,31.264,4609.71,92.002
284.945,8.084,8.229,2.499,34.514,4257.291,89.653
381.229,5.951,6.23,0.805,75.484,4203.382,88.064
438.383,5.479,8.413,1.185,68.179,4393.285,89.895
171.041,9.266,6.834,3.612,21.615,4030.109,87.865
410.629,5.36,7.1,1.558,82.875,4215.13,87.931
55.316,5.149,7.98,3.98,78.676,4257.521,88.333
423.226,0.42,7.662,3.676,79.944,4306.157,87.388
63.744,0.694,8.233,3.863,47.565,4575.287,90.485
198.644,0.074,7.001,3.608,33.535,4469.279,89.38
398.648,9.132,6.933,3.684,85.128,3798.671,84.875
74.959,4.084,6.079,2.961,59.233,4251.724,88.15
114.626,4.686,7.157,3.552,93.167,4182.547,87.299
361.126,8.454,7.81,2.868,26.129,4138.723,88.662
360.018,6.092,6.753,1.427,97.587,4152.748,87.379
320.574,6.095,7.157,1.479,38.543,4325.635,89.699
346.974,2.965,6.548,2.324,39.063,4322.583,88.725
271.362,8.339,7.932,0.563,24.643,4435.013,91.605
125.9,1.658,6.151,4.502,96.538,4126.005,85.792
172.848,0.531,7.763,1.707,4.932,4782.764,92.938
90.799,1.916,6.947,0.732,47.862,4684.617,91.942
454.225,2.677,6.104,2.41,37.183,4234.061,87.772
291.696,2.823,8.134,4.17,16.767,4375.811,89.437
200.426,6.705,7.219,2.288,71.611,4214.43,88.44
231.003,2.178,7.498,1.682,89.934,4477.341,89.528
473.642,6.767,7.83,2.952,25.113,4162.425,88.403
76.676,0.911,7.638,3.085,50.268,4570.858,90.479
293.115,1.472,7.827,3.916,58.243,4354.434,88.404
252.944,5.088,7.906,4.099,39.658,4220.482,88.335
305.727,9.219,7.473,3.678,92.232,3881.218,85.656
9.055,8.596,6.914,0.52,46.69,4411.676,91.229
436.062,9.688,6.608,0.509,98.295,4010.852,87.032
466.059,6.505,8.257,4.899,30.225,4017.154,86.821
282.567,6.758,8.425,1.689,8.251,4477.895,91.724
348.325,6.25,6.894,1.771,57.922,4209.84,88.394
461.25,6.228,6.281,3.795,82.511,3841.514,84.458
353.619,1.471,6.556,3.117,39.451,4314.649,88.193
76.27,5.437,7.677,2.586,19.325,4460.409,91.042
288.144,3.861,6.432,1.024,74.086,4355.558,88.973
303.358,4.425,7.95,0.867,27.818,4579.778,91.847
212.065,5.236,8.308,3.666,77.204,4241.886,88.218
368.222,1.284,8.409,1.061,26.97,4732.592,92.441
467.184,3.595,6.023,2.461,56.172,4130.538,86.822
462.784,0.634,8.395,3.813,88.88,4317.405,87.476
225.42,9.797,7.85,4.654,21.257,3974.551,87.472
56.619,1.185,6.21,4.431,82.249,4225.828,86.791
492.421,2.585,7.038,4.388,27.278,4134.967,86.852
419.449,8.913,7.75,2.113,66.406,4075.505,87.765
62.331,4.827,8.392,4.672,25.128,4349.169,89.689
460.421,1.356,6.41,3.576,12.342,4260.674,87.89
434.948,3.842,6.319,4.489,66.738,3939.948,84.885
259.419,1.159,7.181,0.9,59.894,4620.639,90.955
295.638,2.002,8.42,0.678,40.747,4744.803,92.641
199.501,0.52,8.428,2.433,4.632,4764.475,92.755
27.381,4.382,6.57,4.226,48.053,4205.462,87.889
167.599,8.066,6.798,2.338,15.722,4227.436,89.537
401.427,5.86,8.27,4.481,36.588,4112.043,87.512
2.316,6.063,7.837,1.556,59.034,4505.664,91.285
166.75,2.006,8.431,0.677,93.996,4703.716,91.699
199.084,3.439,8.233,3.926,51.62,4355.979,89.075
268.698,8.452,6.538,3.318,20.284,4024.461,87.578
459.928,0.879,7.899,2.48,94.676,4378.646,88.103
173.173,8.579,6.121,4.304,3.565,3959.093,87.129
173.477,4.837,8.045,4.209,64.639,4225.717,88.062
368.751,8.371,7.504,1.96,26.977,4197.446,89.216
226.109,3.18,8.39,4.271,75.994,4287.892,88.073
112.302,3.388,8.4,2.053,33.791,4641.532,92.094
226.22,7.516,6.127,3.299,43.446,4007.043,86.891
70.429,7.85,6.401,1.366,77.271,4221.252,88.795
88.193,2.296,7.211,1.689,89.884,4513.478,89.925
249.184,9.729,8.199,2.515,19.073,4219.155,89.919
209.463,0.845,8.036,1.916,30.333,4704.401,91.994
457.423,0.685,8.411,1.081,1.428,4767.159,92.863
181.197,5.955,7.545,2.67,85.801,4227.524,88.204
290.294,7.227,6.641,2.801,94.766,3987.981,86.1
316.132,9.609,6.063,1.214,28.665,4089.02,88.486
6.547,4.049,6.557,1.284,39.071,4543.402,91.258
331.769,0.253,7.688,0.632,43.467,4740.149,92.043
89.018,6.029,8.316,0.637,41.565,4638.823,92.781
480.535,2.897,6.802,2.114,39.895,4303.937,88.51
74.331,4.329,8.189,1.16,48.112,4653.07,92.348
207.312,4.885,6.987,4.636,16.225,4154.793,87.851
42.675,0.645,6.771,1.397,6.71,4770.317,92.83
498.437,4.86,7.272,0.797,72.629,4310.061,88.832
251.098,4.263,7.106,2.319,84.81,4270.363,88.134
297.693,7.125,8.284,1.366,81.209,4324.304,89.569
33.538,6.457,7.171,0.778,63.036,4473.594,91.043
374.98,1.852,6.693,3.887,96.912,4106.684,85.653
104.953,2.061,8.106,3.007,1.153,4652.096,92.128
449.027,2.51,8.497,0.757,32.635,4658.746,92.014
102.57,1.79,7.62,2.606,31.692,4597.291,91.193
95.344,6.572,6.626,0.675,35.618,4447.627,91.092
18.275,9.944,6.597,2.094,80.199,4083.512,88.016
236.033,6.521,6.144,2.135,35.798,4185.28,88.451
282.421,6.067,6.193,4.203,53.181,3948.067,85.769
32.854,4.099,8.287,3.809,61.78,4402.916,89.641
387.764,3.126,6.241,4.536,84.693,3950.939,84.6
226.644,9.111,7.211,1.132,61.97,4215.053,89.264
262.195,9.69,7.745,2.902,38.749,4091.239,88.432
220.381,4.968,8.126,0.591,69.779,4555.365,91.346
200.382,2.902,6.428,4.215,52.038,4171.966,87.07
279.82,7.701,7.094,2.15,53.312,4162.889,88.406
77.62,1.325,6.629,0.812,34.18,4708.283,92.138
90.964,7.656,6.64,1.961,1.159,4337.266,90.658
430.893,8.189,6.76,1.791,36.229,4099.471,88.089
473.058,1.249,7.468,3.947,30.969,4291.16,87.977
186.655,9.769,6.041,1.07,10.934,4193.544,89.757
135.372,9.855,7.022,3.001,20.665,4100.32,88.753
322.0,9.367,6.467,4.073,98.108,3713.868,83.968
204.367,4.96,8.418,3.828,28.702,4351.383,89.715
12.693,2.461,7.457,4.712,52.298,4340.546,88.621
78.076,5.82,8.17,0.503,55.384,4625.93,92.451
357.986,4.199,6.489,2.092,56.443,4237.866,88.074
329.462,2.059,8.025,2.163,5.685,4607.115,91.632
13.548,4.237,7.037,0.65,77.375,4565.345,91.151
110.986,6.639,6.444,4.178,73.304,3992.607,86.185
115.537,0.709,7.903,3.6,97.742,4441.601,88.651
335.946,3.334,7.905,2.876,19.284,4429.615,90.104
9.855,0.178,8.49,2.323,55.825,4791.238,92.408
52.054,7.495,7.952,4.529,80.579,4080.364,87.246
399.958,6.407,6.363,1.69,13.31,4220.362,88.993
89.272,0.627,6.806,2.005,79.168,4545.785,89.854
326.373,9.647,7.129,4.787,27.726,3833.24,85.949
119.091,0.226,6.317,0.791,28.804,4724.118,92.021
49.721,5.9,7.97,4.013,94.614,4186.666,87.69
121.586,7.764,7.317,3.731,32.073,4145.424,88.463
361.133,7.879,8.361,4.558,58.84,3988.069,86.656
427.848,0.343,7.473,0.908,44.569,4636.368,91.021
415.11,9.064,7.307,4.867,8.738,3865.787,86.29
198.592,9.185,6.179,0.63,95.098,4106.162,87.866
334.043,5.614,6.373,2.02,22.159,4243.336,88.896
102.492,4.821,8.124,0.882,27.502,4676.918,92.94
146.574,0.449,8.477,0.73,38.347,4902.224,93.773
448.168,5.62,7.038,4.841,50.355,3913.899,85.321
6.501,4.094,8.025,3.739,15.284,4490.162,90.977
42.754,7.728,7.569,2.776,63.364,4244.828,89.133
103.943,4.039,8.398,0.987,51.956,4683.255,92.525
13.266,6.836,6.595,2.867,30.998,4262.404,89.365
90.718,1.014,7.362,1.94,69.573,4606.977,90.678
291.521,1.33,7.022,1.722,51.894,4513.96,90.02
210.712,1.397,7.354,3.281,84.228,4363.615,88.213
446.336,0.455,6.672,4.059,85.685,4143.997,85.72
408.722,5.413,7.244,2.495,98.031,4103.884,86.683
170.909,7.94,7.562,2.72,7.666,4286.446,90.17
129.712,6.104,6.203,3.431,41.113,4124.874,87.669
189.846,5.75,7.857,1.061,50.65,4495.958,91.178
295.147,6.806,7.766,4.229,24.147,4117.578,87.976
134.032,3.396,8.201,4.266,92.281,4272.09,87.817
312.074,3.62,7.065,2.935,9.725,4356.529,89.554
204.706,3.143,6.154,1.344,43.422,4434.683,89.855
276.024,7.121,7.154,2.753,19.334,4207.288,89.016
218.063,1.616,6.344,0.977,68.532,4509.814,89.898
147.233,0.13,7.619,3.935,70.794,4446.664,88.798
474.227,5.962,6.118,1.9,87.379,4011.794,86.033
381.803,9.424,6.935,1.9,41.488,4058.438,87.997
70.057,6.094,6.207,4.753,77.736,3950.235,85.553
434.234,7.829,6.008,2.398,55.408,3941.61,86.211
243.716,6.728,8.401,4.053,81.415,4113.748,87.342
447.276,4.974,8.49,3.367,9.453,4321.047,89.608
399.928,7.184,7.389,1.923,46.881,4193.674,88.623
212.607,8.241,6.597,1.057,15.905,4303.867,90.352
11.235,2.247,8.278,4.09,79.245,4442.317,89.305
134.339,3.361,8.308,3.931,16.114,4470.169,90.549
270.817,2.237,8.136,1.261,1.798,4736.636,93.02
316.739,4.522,7.361,1.621,93.023,4303.489,88.461
128.944,8.851,6.187,3.948,48.975,3918.914,86.355
69.678,3.452,6.221,4.926,98.534,4024.965,85.3
417.465,3.745,8.242,4.296,45.847,4206.857,87.734
492.201,8.604,8.19,3.579,59.488,3965.827,86.644
262.845,5.154,7.086,4.619,74.673,4008.201,85.881
85.84,5.354,6.82,1.784,28.799,4435.44,90.673
136.154,8.608,7.61,0.543,14.153,4479.904,92.24
9.195,4.905,8.017,1.944,66.452,4524.547,91.053
457.149,6.816,7.829,4.874,51.558,3923.081,85.76
